"","country_code","country_name","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","deaths_per_million","cases_per_million","spare_beds_per_million"
"7961","JAM","Jamaica",20200210,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7962","JAM","Jamaica",20200211,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7963","JAM","Jamaica",20200213,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7964","JAM","Jamaica",20200209,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7965","JAM","Jamaica",20200417,2,1,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,143,5,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,48.7247240493994,1651.2752759506
"7966","JAM","Jamaica",20200407,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,59,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,20.1032078245774,1679.89679217542
"7967","JAM","Jamaica",20200408,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,63,3,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,21.4661371686165,1678.53386283138
"7968","JOR","Jordan",20200406,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,345,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,34.6524325857012,1365.3475674143
"7969","JOR","Jordan",20200407,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,349,6,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.602651001490456,35.0541999200282,1364.94580007997
"7970","JOR","Jordan",20200415,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,397,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.8754079319519,1360.12459206805
"7971","JOR","Jordan",20200404,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,299,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,30.0321082409411,1369.96789175906
"7973","JOR","Jordan",20200408,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,349,6,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.602651001490456,35.0541999200282,1364.94580007997
"7974","JOR","Jordan",20200331,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,268,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,26.9184113999071,1373.08158860009
"7975","JOR","Jordan",20200401,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,274,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,27.5210624013975,1372.4789375986
"7980","JOR","Jordan",20200412,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,381,7,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,38.268338594644,1361.73166140536
"7983","JOR","Jordan",20200330,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,259,1,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.100441833581743,26.0144348976714,1373.98556510233
"7985","JOR","Jordan",20200416,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,401,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,40.2771752662788,1359.72282473372
"7986","JOR","Jordan",20200409,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,358,6,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.602651001490456,35.9581764222639,1364.04182357774
"7987","JOR","Jordan",20200417,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,402,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,40.3776170998606,1359.62238290014
"7988","JOR","Jordan",20200410,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,372,7,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7989","JOR","Jordan",20200104,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,372,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7990","JOR","Jordan",20200423,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,372,7,NA,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7991","JOR","Jordan",20200102,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,372,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7992","JOR","Jordan",20200103,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,372,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7993","JOR","Jordan",20200110,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,372,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"7996","JOR","Jordan",20200403,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,299,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,30.0321082409411,1369.96789175906
"7997","JOR","Jordan",20200405,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,323,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,32.4427122469029,1367.5572877531
"7998","JOR","Jordan",20200113,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,323,5,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,32.4427122469029,1367.5572877531
"7999","JOR","Jordan",20200302,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,323,5,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,32.4427122469029,1367.5572877531
"8000","JOR","Jordan",20200112,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,323,5,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,32.4427122469029,1367.5572877531
"8001","JOR","Jordan",20200116,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,323,5,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,32.4427122469029,1367.5572877531
"8002","JOR","Jordan",20200418,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,407,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,40.8798262677693,1359.12017373223
"8003","JOR","Jordan",20200422,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,425,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,42.6877792722407,1357.31222072776
"8004","JOR","Jordan",20200419,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,413,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,41.4824772692597,1358.51752273074
"8005","JOR","Jordan",20200420,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,417,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,41.8842446035867,1358.11575539641
"8006","JOR","Jordan",20200121,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,417,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,41.8842446035867,1358.11575539641
"8007","JOR","Jordan",20200421,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,425,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,42.6877792722407,1357.31222072776
"8008","JOR","Jordan",20200119,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,425,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,42.6877792722407,1357.31222072776
"8009","JOR","Jordan",20200120,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,425,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,42.6877792722407,1357.31222072776
"8010","JOR","Jordan",20200127,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,425,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,42.6877792722407,1357.31222072776
"8011","JOR","Jordan",20200402,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,278,5,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.502209167908714,27.9228297357245,1372.07717026428
"8012","JOR","Jordan",20200413,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,389,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.0718732632979,1360.9281267367
"8014","JOR","Jordan",20200411,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,372,7,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"8015","JOR","Jordan",20200130,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,372,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,37.3643620924083,1362.63563790759
"8016","JOR","Jordan",20200414,2,1,2,0,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,391,7,95.24,95.24,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8017","JOR","Jordan",20200129,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,391,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8018","JOR","Jordan",20200202,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,391,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8019","JOR","Jordan",20200106,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,391,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8020","JOR","Jordan",20200131,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,391,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8021","JOR","Jordan",20200201,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,3.5,NA,NA,0,0,391,7,0,0,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.703092835072199,39.2727569304614,1360.72724306954
"8024","JOR","Jordan",20200329,2,1,2,1,2,1,2,1,1,1,2,1,3,0,2.5,NA,NA,2,1,235,1,100,100,1400,112.1424983,9478.904588,9.956011,34.24549021,61.90801939,3.846490398,0.100441833581743,23.6038308917095,1376.39616910829
"8082","JPN","Japan",20200323,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1089,41,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.324036130818918,8.60671576736103,13391.3932842326
"8083","JPN","Japan",20200324,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1128,42,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.331939451082794,8.91494525765219,13391.0850547423
"8084","JPN","Japan",20200325,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1193,43,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.33984277134667,9.42866107480414,13390.5713389252
"8085","JPN","Japan",20200327,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1364,46,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.363552732138299,10.7801288399269,13389.2198711601
"8086","JPN","Japan",20200328,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1499,49,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.387262692929927,11.8470770755502,13388.1529229244
"8087","JPN","Japan",20200326,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1268,45,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.355649411874423,10.0214100945948,13389.9785899054
"8088","JPN","Japan",20200408,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,3906,80,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.632265621110085,30.8703689506999,13369.1296310493
"8089","JPN","Japan",20200331,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1953,56,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.442585934777059,15.4351844753499,13384.5648155247
"8090","JPN","Japan",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9795,154,NA,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,1.21711132063691,77.413021984666,13322.5869780153
"8091","JPN","Japan",20200329,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1693,52,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.410972653721555,13.3803212067422,13386.6196787933
"8092","JPN","Japan",20200330,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1866,54,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.426779294249307,14.7475956123927,13385.2524043876
"8099","JPN","Japan",20200215,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,38,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.30032617002729,13399.69967383
"8100","JPN","Japan",20200216,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,52,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.410972653721555,13399.5890273463
"8101","JPN","Japan",20200404,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,2935,69,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.545329098207448,23.1962449744762,13376.8037550255
"8102","JPN","Japan",20200214,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,30,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.237099607916282,13399.7629003921
"8108","JPN","Japan",20200228,0,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,210,3,47.62,47.62,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0237099607916282,1.65969725541397,13398.3403027446
"8114","JPN","Japan",20200322,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1046,36,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.284519529499538,8.26687299601435,13391.733127004
"8115","JPN","Japan",20200405,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,3271,70,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.553232418471324,25.8517605831386,13374.1482394169
"8116","JPN","Japan",20200406,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,3654,73,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.576942379262952,28.8787322442031,13371.1212677558
"8117","JPN","Japan",20200302,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,254,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,2.00744334702452,13397.992556653
"8118","JPN","Japan",20200303,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,254,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,2.00744334702452,13397.992556653
"8120","JPN","Japan",20200301,0,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,239,5,47.62,47.62,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0395166013193803,1.88889354306638,13398.1111064569
"8126","JPN","Japan",20200315,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,780,22,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.173873045805273,6.16458980582332,13393.8354101942
"8142","JPN","Japan",20200415,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,3,1,8100,119,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.940495111401251,64.0168941373961,13335.9831058626
"8143","JPN","Japan",20200219,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,66,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.52161913741582,13399.4783808626
"8144","JPN","Japan",20200220,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,84,1,28.57,28.57,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.663878902165589,13399.3361210978
"8145","JPN","Japan",20200217,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,59,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.466295895568687,13399.5337041044
"8146","JPN","Japan",20200218,0,1,0,1,0,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,59,1,19.05,19.05,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.466295895568687,13399.5337041044
"8147","JPN","Japan",20200401,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1953,56,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.442585934777059,15.4351844753499,13384.5648155247
"8148","JPN","Japan",20200402,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,2178,57,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.450489255040935,17.2134315347221,13382.7865684653
"8149","JPN","Japan",20200403,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,2617,63,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.497909176624192,20.6829891305636,13379.3170108694
"8150","JPN","Japan",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11118,186,NA,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,1.47001756908095,87.869114693774,13312.1308853062
"8151","JPN","Japan",20200407,1,1,1,1,1,1,0,1,1,1,1,1,3,9.90863e+11,-0.1,0,0,1,1,3817,80,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.632265621110085,30.1669734472149,13369.8330265528
"8152","JPN","Japan",20200416,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,3,1,8582,136,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,1.07485155588714,67.8262945045843,13332.1737054954
"8153","JPN","Japan",20200412,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,6748,98,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.774525385859854,53.3316051406356,13346.6683948594
"8154","JPN","Japan",20200413,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,7255,102,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.806138666915358,57.3385885144208,13342.6614114856
"8155","JPN","Japan",20200319,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,873,29,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.229196287652406,6.8995985903638,13393.1004014096
"8156","JPN","Japan",20200316,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,814,24,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.189679686333025,6.43330269479511,13393.5666973052
"8157","JPN","Japan",20200222,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,105,1,28.57,28.57,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.829848627706986,13399.1701513723
"8158","JPN","Japan",20200223,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,132,1,28.57,28.57,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,1.04323827483164,13398.9567617252
"8159","JPN","Japan",20200306,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,349,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,2.75825877209274,13397.2417412279
"8160","JPN","Japan",20200307,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,408,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,3.22455466766143,13396.7754453323
"8161","JPN","Japan",20200304,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,268,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,2.11808983071878,13397.8819101693
"8162","JPN","Japan",20200305,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.1,0,0,1,1,317,6,57.14,57.14,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0474199215832563,2.50535252364871,13397.4946474764
"8166","JPN","Japan",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11496,186,NA,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,1.47001756908095,90.8565697535192,13309.1434302465
"8168","JPN","Japan",20200414,1,1,1,1,1,1,0,1,1,1,1,1,3,0,-0.1,0,0,1,1,7645,109,66.67,66.67,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.86146190876249,60.4208834173325,13339.5791165827
"8169","JPN","Japan",20200320,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,950,33,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.26080956870791,7.50815425068225,13392.4918457493
"8170","JPN","Japan",20200321,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,1007,35,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.276616209235662,7.95864350572319,13392.0413564943
"8171","JPN","Japan",20200224,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,144,1,28.57,28.57,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,1.13807811799815,13398.861921882
"8172","JPN","Japan",20200221,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-0.1,0,0,1,1,93,1,28.57,28.57,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.00790332026387606,0.735008784540473,13399.2649912155
"8173","JPN","Japan",20200309,1,1,1,1,1,1,0,1,1,1,1,1,2,0,-0.1,0,0,1,1,488,7,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0553232418471324,3.85682028877152,13396.1431797112
"8174","JPN","Japan",20200310,1,1,1,1,1,1,0,1,1,1,1,1,2,3685314415,-0.1,468619258,0,1,1,514,9,61.9,61.9,13400,347.0734584,42797.45852,126.5291,12.69684881,59.72678128,27.57636991,0.0711298823748845,4.06230661563229,13395.9376933844
