"","country_code","country_name","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","deaths_per_million","cases_per_million","spare_beds_per_million"
"7789","ITA","Italy",20200323,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,59138,5476,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,90.6296009914309,978.753349786567,2421.24665021343
"7793","ITA","Italy",20200409,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,139422,17669,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,292.427761124469,2307.47995424165,1092.52004575835
"7794","ITA","Italy",20200405,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,124632,15362,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,254.24615237954,2062.70058998612,1337.29941001388
"7795","ITA","Italy",20200406,2,1,2,1,2,1,1,1,1,1,2,1,3,452656343806,0,0,0,2,2,128948,15889,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,262.968175703588,2134.13180946732,1265.86819053268
"7796","ITA","Italy",20200403,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,115242,13917,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,230.330927136184,1907.29300172653,1492.70699827347
"7802","ITA","Italy",20200229,2,0,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,2,2,888,21,66.67,66.67,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,0.347556906650849,14.6966920526645,3385.30330794734
"7803","ITA","Italy",20200309,2,1,2,0,2,1,0,NA,1,1,2,1,3,0,0,0,0,2,2,7375,366,80.95,80.95,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,6.05742037305765,122.058675550001,3277.94132445
"7804","ITA","Italy",20200310,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0,0,0,2,2,9172,464,85.71,85.71,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,7.67935260409495,151.79961656198,3248.20038343802
"7805","ITA","Italy",20200311,2,1,2,1,2,1,1,0,1,1,2,1,3,2784500000,0,0,0,2,2,10149,631,90.48,90.48,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,10.4432575284136,167.969287885689,3232.03071211431
"7806","ITA","Italy",20200312,2,1,2,1,2,1,1,0,1,1,2,1,3,0,0,0,0,2,2,12462,827,90.48,90.48,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,13.6871219904882,206.250198603947,3193.74980139605
"7807","ITA","Italy",20200313,2,1,2,1,2,1,1,0,1,1,2,1,3,0,0,0,0,2,2,15113,1016,90.48,90.48,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,16.8151341503458,250.125120486394,3149.87487951361
"7808","ITA","Italy",20200314,2,1,2,1,2,1,1,0,1,1,2,1,3,0,0,0,0,2,2,17660,1268,90.48,90.48,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,20.985817030156,292.278808164476,3107.72119183552
"7810","ITA","Italy",20200417,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,168941,22172,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,366.953892107744,2796.02911269053,603.970887309472
"7811","ITA","Italy",20200418,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,172434,22747,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,376.470331218422,2853.83941149679,546.160588503215
"7812","ITA","Italy",20200419,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,175925,23227,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,384.414489084727,2911.61660964527,488.383390354733
"7813","ITA","Italy",20200416,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,165155,21647,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,358.264969441473,2733.36956752005,666.630432479954
"7814","ITA","Italy",20200307,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,2,2,4636,197,71.43,71.43,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,3.26041479096273,76.7273247253969,3323.2726752746
"7815","ITA","Italy",20200304,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,2,2,2502,80,71.43,71.43,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,1.32402631105085,41.4089228781154,3358.59107712188
"7816","ITA","Italy",20200305,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,2,2,3089,107,71.43,71.43,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,1.77088519103052,51.1239659354511,3348.87603406455
"7825","ITA","Italy",20200331,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,101739,11591,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,191.834862142381,1683.81391075003,1716.18608924997
"7827","ITA","Italy",20200223,2,0,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,1,2,79,2,66.67,66.67,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,0.0331006577762713,1.30747598216272,3398.69252401784
"7828","ITA","Italy",20200330,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,97689,10781,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,178.429095742991,1616.78507875308,1783.21492124692
"7829","ITA","Italy",20200327,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,80539,8165,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,135.133435371628,1332.94693832156,2067.05306167844
"7831","ITA","Italy",20200407,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,132547,16525,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,273.494184876442,2193.69644313572,1206.30355686428
"7832","ITA","Italy",20200404,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,119827,14681,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,242.97537840672,1983.17625967863,1416.82374032137
"7841","ITA","Italy",20200408,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,135586,17129,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,283.490583524876,2243.99289262676,1156.00710737324
"7844","ITA","Italy",20200420,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,178972,23660,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,391.58078149329,2962.04546176742,437.954538232584
"7845","ITA","Italy",20200412,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,152271,19470,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,322.234903452001,2520.13513012531,879.864869874694
"7847","ITA","Italy",20200421,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,181228,24114,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,399.094630808503,2999.38300373905,400.61699626095
"7849","ITA","Italy",20200319,2,1,2,1,2,1,1,0,1,1,2,1,3,0,0,0,0,2,2,35713,2978,90.48,90.48,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,49.286879428868,591.061895581989,2808.93810441801
"7853","ITA","Italy",20200328,2,1,2,1,2,1,1,1,1,1,2,1,3,0,0,0,0,2,2,86498,9136,95.24,95.24,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,151.203804722007,1431.57034816596,1968.42965183404
"7854","ITA","Italy",20200224,2,0,2,0,2,0,0,NA,1,1,2,0,3,0,0,0,0,1,2,132,2,66.67,66.67,3400,205.4507479,41830.42633,60.42176,13.32911609,63.91920431,22.7516796,0.0331006577762713,2.18464341323391,3397.81535658677
"7860","JAM","Jamaica",20200402,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,44,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,14.9922227844306,1685.00777721557
"7861","JAM","Jamaica",20200227,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,44,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,14.9922227844306,1685.00777721557
"7862","JAM","Jamaica",20200229,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,44,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,14.9922227844306,1685.00777721557
"7863","JAM","Jamaica",20200225,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,44,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,14.9922227844306,1685.00777721557
"7864","JAM","Jamaica",20200226,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,44,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,14.9922227844306,1685.00777721557
"7865","JAM","Jamaica",20200419,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,173,5,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,58.9466941296929,1641.05330587031
"7866","JAM","Jamaica",20200420,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,196,5,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,66.783537857918,1633.21646214208
"7867","JAM","Jamaica",20200315,2,1,0,NA,2,1,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,196,5,66.67,66.67,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,66.783537857918,1633.21646214208
"7868","JAM","Jamaica",20200403,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,47,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,16.0144197924599,1683.98558020754
"7869","JAM","Jamaica",20200418,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,163,5,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,55.5393707695951,1644.4606292304
"7870","JAM","Jamaica",20200401,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,38,1,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7871","JAM","Jamaica",20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,38,1,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7872","JAM","Jamaica",20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,38,1,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7873","JAM","Jamaica",20200303,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,38,1,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7874","JAM","Jamaica",20200206,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,38,1,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7875","JAM","Jamaica",20200207,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,38,1,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7876","JAM","Jamaica",20200405,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,55,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.7402784805382,1681.25972151946
"7877","JAM","Jamaica",20200328,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,26,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,8.85904073625443,1691.14095926375
"7878","JAM","Jamaica",20200205,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,26,1,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,8.85904073625443,1691.14095926375
"7879","JAM","Jamaica",20200422,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,6,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,2.04439401605871,79.3906342902801,1620.60936570972
"7880","JAM","Jamaica",20200327,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,26,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,8.85904073625443,1691.14095926375
"7881","JAM","Jamaica",20200326,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,25,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,8.51830840024465,1691.48169159976
"7882","JAM","Jamaica",20200409,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,63,4,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7883","JAM","Jamaica",20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7884","JAM","Jamaica",20200406,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,58,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,19.7624754885676,1680.23752451143
"7885","JAM","Jamaica",20200325,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,21,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,7.1553790562055,1692.84462094379
"7886","JAM","Jamaica",20200404,2,1,2,1,2,1,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,53,3,85.71,85.71,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7887","JAM","Jamaica",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,53,3,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7888","JAM","Jamaica",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,53,3,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7889","JAM","Jamaica",20200208,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,0,1,53,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7890","JAM","Jamaica",20200222,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,53,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7891","JAM","Jamaica",20200223,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,53,3,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.02219700802936,18.0588138085186,1681.94118619148
"7892","JAM","Jamaica",20200413,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,72,4,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,24.5327281927046,1675.4672718073
"7893","JAM","Jamaica",20200331,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,38,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7894","JAM","Jamaica",20200221,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,38,1,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,12.9478287683719,1687.05217123163
"7895","JAM","Jamaica",20200329,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,32,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,10.9034347523131,1689.09656524769
"7896","JAM","Jamaica",20200330,2,1,2,1,2,1,0,NA,1,1,2,0,3,182257000,NA,NA,NA,1,1,34,1,80.95,80.95,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,0.340732336009786,11.5848994243327,1688.41510057567
"7897","JAM","Jamaica",20200411,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,65,4,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,22.1476018406361,1677.85239815936
"7898","JAM","Jamaica",20200412,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,69,4,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,23.5105311846752,1676.48946881532
"7899","JAM","Jamaica",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,69,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,23.5105311846752,1676.48946881532
"7900","JAM","Jamaica",20200414,2,1,NA,NA,NA,NA,0,NA,1,1,2,1,NA,182257000,NA,NA,NA,1,1,73,4,NA,NA,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,24.8734605287144,1675.12653947129
"7901","JAM","Jamaica",20200415,2,1,NA,NA,NA,NA,0,NA,1,1,2,1,NA,182257000,NA,NA,NA,1,1,105,5,NA,NA,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,35.7768952810275,1664.22310471897
"7902","JAM","Jamaica",20200416,2,1,NA,NA,NA,NA,0,NA,1,1,2,1,NA,182257000,NA,NA,NA,1,1,125,5,NA,NA,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.70366168004893,42.5915420012232,1657.40845799878
"7921","JAM","Jamaica",20200421,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,223,6,NA,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,2.04439401605871,75.9833109301822,1624.01668906982
"7922","JAM","Jamaica",20200204,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,3,NA,NA,NA,NA,0,1,223,6,23.81,23.81,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,2.04439401605871,75.9833109301822,1624.01668906982
"7937","JAM","Jamaica",20200410,2,1,2,1,NA,NA,0,NA,1,1,2,1,3,182257000,NA,NA,NA,1,1,63,4,71.43,71.43,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7938","JAM","Jamaica",20200220,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7939","JAM","Jamaica",20200112,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7940","JAM","Jamaica",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7941","JAM","Jamaica",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7942","JAM","Jamaica",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7943","JAM","Jamaica",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7944","JAM","Jamaica",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7945","JAM","Jamaica",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7946","JAM","Jamaica",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,3,NA,NA,NA,NA,0,1,63,4,23.81,23.81,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7947","JAM","Jamaica",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,3,NA,NA,NA,NA,0,1,63,4,23.81,23.81,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7948","JAM","Jamaica",20200203,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,3,NA,NA,NA,NA,0,1,63,4,23.81,23.81,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7949","JAM","Jamaica",20200217,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7950","JAM","Jamaica",20200218,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7951","JAM","Jamaica",20200219,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7952","JAM","Jamaica",20200304,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7953","JAM","Jamaica",20200305,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7954","JAM","Jamaica",20200306,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7955","JAM","Jamaica",20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7956","JAM","Jamaica",20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7957","JAM","Jamaica",20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,63,4,0,0,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7958","JAM","Jamaica",20200131,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,3,NA,NA,NA,NA,0,1,63,4,23.81,23.81,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7959","JAM","Jamaica",20200214,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
"7960","JAM","Jamaica",20200215,0,NA,0,NA,0,NA,0,NA,1,1,2,0,3,NA,NA,NA,NA,1,1,63,4,38.1,38.1,1700,270.9930748,9326.664059,2.934855,23.75009668,67.45326077,8.796642551,1.36292934403914,21.4661371686165,1678.53386283138
