"","country_name","country_code","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","percent_smoking_prev","day_of_year","deaths_per_million","cases_per_million","spare_beds_per_million","days_since_first_case"
"15668","Turkey","TUR",20200419,2,1,1,1,2,1,2,0,1,1,2,NA,3,15432708096,9.75,0,0,2,2,82329,1890,85.71,85.71,2700,106.9601289,28068.85941,82.319724,24.64941014,66.86737692,8.48321294,25.95,110,22.9592606505824,1000.11268259354,1699.88731740646,32
"15669","Turkey","TUR",20200420,2,1,1,1,2,1,2,0,1,1,2,NA,3,15432708096,9.75,0,0,2,2,86306,2017,85.71,85.71,2700,106.9601289,28068.85941,82.319724,24.64941014,66.86737692,8.48321294,25.95,111,24.5020257842458,1048.42431201543,1651.57568798457,33
"15670","Turkey","TUR",20200421,2,1,1,1,2,1,2,0,1,1,2,NA,3,15432708096,8.75,0,0,2,2,90980,2140,85.71,85.71,2700,106.9601289,28068.85941,82.319724,24.64941014,66.86737692,8.48321294,25.95,112,25.9961998900774,1105.20292803703,1594.79707196297,34
"15671","Turkey","TUR",20200422,2,1,1,1,2,1,2,0,1,1,2,NA,3,15432708096,8.75,0,0,2,2,95591,2259,85.71,85.71,2700,106.9601289,28068.85941,82.319724,24.64941014,66.86737692,8.48321294,25.95,113,27.441782968077,1161.21623537027,1538.78376462973,35
"15719","Taiwan","TWN",20200217,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,20,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,1
"15720","Taiwan","TWN",20200218,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,22,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,2
"15721","Taiwan","TWN",20200219,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,22,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,3
"15722","Taiwan","TWN",20200220,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,24,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,4
"15723","Taiwan","TWN",20200221,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,24,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,5
"15724","Taiwan","TWN",20200222,2,1,0,NA,0,NA,0,NA,1,1,0,NA,1,0,1.38,0,0,2,2,26,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,6
"15725","Taiwan","TWN",20200223,2,1,0,NA,0,NA,0,NA,1,1,0,NA,3,0,1.38,0,0,2,2,26,1,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,7
"15726","Taiwan","TWN",20200224,2,1,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,28,1,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,8
"15727","Taiwan","TWN",20200225,2,1,0,NA,0,NA,0,NA,1,1,0,NA,2,1976190000,1.38,0,0,2,2,30,1,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,9
"15728","Taiwan","TWN",20200226,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,31,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,10
"15729","Taiwan","TWN",20200227,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,560790000,1733514,2,2,32,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,11
"15730","Taiwan","TWN",20200228,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,34,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,12
"15731","Taiwan","TWN",20200229,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,39,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,13
"15732","Taiwan","TWN",20200301,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,40,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,14
"15733","Taiwan","TWN",20200302,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,40,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,15
"15734","Taiwan","TWN",20200303,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,41,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,16
"15735","Taiwan","TWN",20200304,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,42,1,23.81,23.81,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,17
"15736","Taiwan","TWN",20200305,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,42,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,18
"15737","Taiwan","TWN",20200306,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,44,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,19
"15738","Taiwan","TWN",20200307,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,45,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,20
"15739","Taiwan","TWN",20200308,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,45,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,21
"15740","Taiwan","TWN",20200309,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,45,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,22
"15741","Taiwan","TWN",20200310,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,45,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,23
"15742","Taiwan","TWN",20200311,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,48,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,24
"15743","Taiwan","TWN",20200312,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,48,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,25
"15744","Taiwan","TWN",20200313,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,49,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,26
"15745","Taiwan","TWN",20200314,0,NA,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,53,1,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,27
"15746","Taiwan","TWN",20200315,2,0,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,59,1,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,28
"15747","Taiwan","TWN",20200316,2,0,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,59,1,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,29
"15748","Taiwan","TWN",20200317,2,0,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,67,1,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,30
"15749","Taiwan","TWN",20200318,2,0,0,NA,1,1,0,NA,1,1,0,NA,2,0,1.38,0,0,2,2,77,1,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,31
"15750","Taiwan","TWN",20200319,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,108,1,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,32
"15751","Taiwan","TWN",20200320,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,108,1,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,33
"15752","Taiwan","TWN",20200321,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,135,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,34
"15753","Taiwan","TWN",20200322,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,153,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,35
"15754","Taiwan","TWN",20200323,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,165,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,36
"15755","Taiwan","TWN",20200324,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,195,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,37
"15756","Taiwan","TWN",20200325,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,216,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,38
"15757","Taiwan","TWN",20200326,2,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,235,2,47.62,47.62,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,39
"15758","Taiwan","TWN",20200327,1,0,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,252,2,42.86,42.86,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,40
"15759","Taiwan","TWN",20200328,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,267,2,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,41
"15760","Taiwan","TWN",20200329,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,283,2,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,42
"15761","Taiwan","TWN",20200330,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,306,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,43
"15762","Taiwan","TWN",20200331,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,306,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,44
"15763","Taiwan","TWN",20200401,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,34646620000,1.13,0,0,2,2,322,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,45
"15764","Taiwan","TWN",20200402,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,339,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,46
"15765","Taiwan","TWN",20200403,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,339,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,47
"15766","Taiwan","TWN",20200404,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,355,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,48
"15767","Taiwan","TWN",20200405,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,363,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,49
"15768","Taiwan","TWN",20200406,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,363,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,50
"15769","Taiwan","TWN",20200407,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,373,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,51
"15770","Taiwan","TWN",20200408,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,376,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,52
"15771","Taiwan","TWN",20200409,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,379,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,53
"15772","Taiwan","TWN",20200410,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,380,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,54
"15773","Taiwan","TWN",20200411,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,380,5,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,55
"15774","Taiwan","TWN",20200412,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,385,6,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,56
"15775","Taiwan","TWN",20200413,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,388,6,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,57
"15776","Taiwan","TWN",20200414,0,NA,0,NA,1,1,0,NA,1,1,0,NA,3,0,1.13,0,0,2,2,393,6,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,58
"15777","Taiwan","TWN",20200415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,59
"15778","Taiwan","TWN",20200416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,60
"15779","Taiwan","TWN",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,61
"15780","Taiwan","TWN",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,62
"15781","Taiwan","TWN",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,63
"15782","Taiwan","TWN",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,64
"15783","Taiwan","TWN",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,65
"15784","Taiwan","TWN",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,6,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,66
"15873","Tanzania","TZA",20200329,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,13,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,89,0.0177562026499783,0.230830634449718,699.76916936555,1
"15874","Tanzania","TZA",20200330,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,513025,0,0,1,14,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,90,0.0177562026499783,0.248586837099696,699.7514131629,2
"15875","Tanzania","TZA",20200331,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,19,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,91,0.0177562026499783,0.337367850349588,699.66263214965,3
"15876","Tanzania","TZA",20200401,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,19,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,92,0.0177562026499783,0.337367850349588,699.66263214965,4
"15877","Tanzania","TZA",20200402,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,20,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,93,0.0177562026499783,0.355124052999566,699.644875947,5
"15878","Tanzania","TZA",20200403,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,21,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,94,0.0177562026499783,0.372880255649544,699.62711974435,6
"15879","Tanzania","TZA",20200404,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,21,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,95,0.0177562026499783,0.372880255649544,699.62711974435,7
"15880","Tanzania","TZA",20200405,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,21,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,96,0.0177562026499783,0.372880255649544,699.62711974435,8
"15881","Tanzania","TZA",20200406,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,0,0,0,0,1,22,1,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,97,0.0177562026499783,0.390636458299523,699.609363541701,9
"15882","Tanzania","TZA",20200407,2,1,0,NA,2,1,0,NA,1,NA,0,1,2,0,0,0,0,0,1,24,1,45.24,45.24,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,98,0.0177562026499783,0.426148863599479,699.573851136401,10
"15883","Tanzania","TZA",20200408,2,1,0,NA,2,1,0,NA,1,NA,0,1,2,0,0,0,0,0,1,24,1,45.24,45.24,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,99,0.0177562026499783,0.426148863599479,699.573851136401,11
"15884","Tanzania","TZA",20200409,2,1,0,NA,2,1,0,NA,1,NA,0,1,2,0,0,0,0,0,1,25,1,45.24,45.24,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,100,0.0177562026499783,0.443905066249457,699.556094933751,12
"15885","Tanzania","TZA",20200410,2,1,0,1,2,1,0,NA,1,NA,0,1,2,0,0,0,0,0,1,25,1,45.24,45.24,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,101,0.0177562026499783,0.443905066249457,699.556094933751,13
"15886","Tanzania","TZA",20200411,2,1,0,1,2,1,0,NA,1,NA,0,1,2,0,0,0,0,0,1,32,3,45.24,45.24,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,102,0.0532686079499349,0.568198484799306,699.431801515201,14
"15887","Tanzania","TZA",20200412,2,1,0,1,2,1,0,NA,1,NA,0,1,3,0,0,0,0,0,1,32,3,50,50,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,103,0.0532686079499349,0.568198484799306,699.431801515201,15
"15888","Tanzania","TZA",20200413,2,1,0,1,2,1,0,NA,1,NA,0,1,3,0,0,0,0,0,1,32,3,50,50,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,104,0.0532686079499349,0.568198484799306,699.431801515201,16
"15889","Tanzania","TZA",20200414,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,46,3,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,105,0.0532686079499349,0.816785321899002,699.183214678101,17
"15890","Tanzania","TZA",20200415,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,53,3,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,106,0.0532686079499349,0.94107874044885,699.058921259551,18
"15891","Tanzania","TZA",20200416,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,88,4,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,107,0.0710248105999132,1.56254583319809,698.437454166802,19
"15892","Tanzania","TZA",20200417,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,94,4,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,108,0.0710248105999132,1.66908304909796,698.330916950902,20
"15893","Tanzania","TZA",20200418,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,147,5,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,109,0.0887810132498915,2.61016178954681,697.389838210453,21
"15894","Tanzania","TZA",20200419,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,148,5,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,110,0.0887810132498915,2.62791799219679,697.372082007803,22
"15895","Tanzania","TZA",20200420,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,170,5,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,111,0.0887810132498915,3.01855445049631,696.981445549504,23
"15896","Tanzania","TZA",20200421,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,170,5,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,112,0.0887810132498915,3.01855445049631,696.981445549504,24
"15897","Tanzania","TZA",20200422,2,1,0,NA,2,1,0,NA,1,1,1,NA,3,0,0,0,0,0,1,254,8,61.9,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,113,0.142049621199826,4.51007547309449,695.489924526905,25
"15898","Tanzania","TZA",20200423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,254,8,NA,61.9,700,63.5790788,3240.262937,56.318348,44.09823815,53.30046267,2.601299178,15.65,114,0.142049621199826,4.51007547309449,695.489924526905,26
"16091","Ukraine","UKR",20200319,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,19,2,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,79,0.044820422048815,0.425794009463743,8799.57420599054,1
"16092","Ukraine","UKR",20200320,2,1,2,1,2,1,2,NA,1,1,2,1,3,17543860,10,1406551,0,1,2,26,2,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,80,0.044820422048815,0.582665486634595,8799.41733451337,2
"16093","Ukraine","UKR",20200321,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,26,3,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,81,0.0672306330732225,0.582665486634595,8799.41733451337,3
"16094","Ukraine","UKR",20200322,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,41,3,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,82,0.0672306330732225,0.918818652000707,8799.081181348,4
"16095","Ukraine","UKR",20200323,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,47,3,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,83,0.0672306330732225,1.05327991814715,8798.94672008185,5
"16096","Ukraine","UKR",20200324,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,73,3,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,84,0.0672306330732225,1.63594540478175,8798.36405459522,6
"16097","Ukraine","UKR",20200325,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,84,3,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,85,0.0672306330732225,1.88245772605023,8798.11754227395,7
"16098","Ukraine","UKR",20200326,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,113,4,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,86,0.08964084409763,2.53235384575805,8797.46764615424,8
"16099","Ukraine","UKR",20200327,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,156,5,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,87,0.112051055122038,3.49599291980757,8796.50400708019,9
"16100","Ukraine","UKR",20200328,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,218,5,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,88,0.112051055122038,4.88542600332083,8795.11457399668,10
"16101","Ukraine","UKR",20200329,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,311,8,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,89,0.17928168819526,6.96957562859073,8793.03042437141,11
"16102","Ukraine","UKR",20200330,2,1,2,1,2,1,2,NA,1,1,2,1,3,NA,10,0,0,1,2,418,9,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,90,0.201691899219667,9.36746820820233,8790.6325317918,12
"16103","Ukraine","UKR",20200331,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,0,1,2,480,11,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,91,0.246512321268482,10.7569012917156,8789.24309870828,13
"16104","Ukraine","UKR",20200401,2,1,2,1,2,1,2,NA,1,1,2,1,3,0,10,0,NA,1,2,549,13,95.24,95.24,8800,77.02966735,9249.462135,44.622516,15.81241317,67.75290039,16.43468644,31.7,92,0.291332743317298,12.3032058523997,8787.6967941476,14
